113,Mediateca IES Josefina de la Torre	,https://www3.gobiernodecanarias.org/medusa/mediateca/iesjosefinadelatorre
291,Los Giles Radio y TV	,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplosgiles
364,MenceyAcaymo	,https://www3.gobiernodecanarias.org/medusa/mediateca/iesmenceyacaymo
442,CEIP INFANTA ELENA	,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipinfantaelena
464,CEIP Esteban Navarro Snchez	,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipestebannavarrosanchez
507,CEIP El Roque San Miguel 	,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipelroquesan%20miguel
522,CEIP Miguel Pintor Gonzlez	,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipmiguelpintorgonzalez
624,CEIP CHIGUERGUE	,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipchiguergue
660,CEL de Canarias	,https://www3.gobiernodecanarias.org/medusa/mediateca/celcanarias
