numero,nombre,url,attachment_root_items,attachment_items,media_category_terms,error
231,CEIP TAJINASTE,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiptajinaste,44,44,87,
232,El Faro,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipsardinadelnorte,13,13,86,
233,Mediateca CEIP Las Torres,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplastorres,56,58,86,
234,Ceip José Sánchez y Sánchez,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipjosesanchezysanchez,0,0,86,
235,CEO San Miguel,https://www3.gobiernodecanarias.org/medusa/mediateca/ceoensanmigueldeabona,0,0,86,
236,ceipnievestoledo,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipnievestoledo,90,90,86,
237,CEIP PLAYA BLANCA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipplayablanca,51,54,19,
238,PARQUE LA REINA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipparquelareina,80,80,86,
239,CastriMedia,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipmariacastrillogarcia,44,45,86,
240,iesteobaldopower,https://www3.gobiernodecanarias.org/medusa/mediateca/iesteobaldopower,46,47,86,
241,CEIP BILINGÜE LOS TARAHALES,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplostarahales,36,36,86,
242,CEIP NUESTRA SEÑORA DE LA CONCEPCIÓN,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipnuestrasenoradelaconcepcion,0,0,86,
243,CEPA Gáldar,https://www3.gobiernodecanarias.org/medusa/mediateca/cepagaldar,5,5,86,
244,Mediateca CEIP Concepción Rodríguez Artiles,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipconcepcionrodriguezartiles,103,104,86,
245,ceip uga,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipuga,1,1,86,
246,CEIP LA GARITA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplagarita,12,21,86,
247,EOI LAS PALMAS DE GRAN CANARIA,https://www3.gobiernodecanarias.org/medusa/mediateca/eoilaspalmasdegrancanaria,29,32,88,
248,EOI LA LAGUNA,https://www3.gobiernodecanarias.org/medusa/mediateca/eoilalaguna,0,0,86,
249,EL MONTE,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipelmonte,0,0,86,
250,MEDIATECA IES EL CHAPATAL,https://www3.gobiernodecanarias.org/medusa/mediateca/ieselchapatal,0,0,86,
251,Mediateca IES Padre Anchieta,https://www3.gobiernodecanarias.org/medusa/mediateca/iespadreanchieta,0,0,86,
252,IES Santo Tomás de Aquino,https://www3.gobiernodecanarias.org/medusa/mediateca/iessantotomasdeaquino,40,41,86,
253,CEIP FRANCISCA PÉREZ,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipfranciscaperez,101,102,86,
254,MEDIATECA CEO ARGANA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceoargana,1060,1060,98,
255,Cooperación y Solidaridad,https://www3.gobiernodecanarias.org/medusa/mediateca/cooperacionysolidaridad,4,4,86,
256,Guille_testing,https://www3.gobiernodecanarias.org/medusa/mediateca/otroscentrovirtualoficinamedusatfe,4,4,86,
257,CEIP VIRGEN DE LOS VOLCANES,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipvirgendelosvolcanes,4171,4171,86,
258,Onfraile,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipelfraile,128,128,86,
259,CEIP LA HUBARA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplahubara,34,35,86,
260,Alonsoteca,https://www3.gobiernodecanarias.org/medusa/mediateca/iesalonsoquesada,0,0,86,
261,Mediateca CEIP Juan García Pérez,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipjuangarciaperez,10,10,86,
262,Princesa Tejina,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipprincesatejina,0,0,86,
263,Mediatecamenceyes,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplosmenceyes,138,138,86,
264,IES TÍAS,https://www3.gobiernodecanarias.org/medusa/mediateca/iestias,53,53,86,
265,Ceip Buzanada,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipbuzanada,3,3,86,
266,CEIP HILDA ZUDÁN,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiphildazudan,0,0,86,
267,Miguel de Santiago,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipmigueldesantiago,92,92,87,
268,Millares TV,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipagustinmillarescarlo,329,612,16,
269,"CEO Motor Grande, Rosa Padrón Pulido",https://www3.gobiernodecanarias.org/medusa/mediateca/ceomotorgranderosapadronpulido,131,147,86,
270,MEDIATECA PLAYA HONDA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipplayahonda,1,1,86,
271,CEE Nuestra Señora de los Volcanes,https://www3.gobiernodecanarias.org/medusa/mediateca/ceeensdelosvolcanes,45,45,86,
272,CEIP ARAYA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiparaya,59,59,88,
273,CEIP ARGANA ALTA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiparganaalta,14,14,86,
274,CEIP LA GARITA ARRIETA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplagaritaarrieta,18,18,87,
275,IESPUNTALARGA,https://www3.gobiernodecanarias.org/medusa/mediateca/iespuntalarga,28,30,86,
276,CEIP Tiscamanita,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiptiscamanita,29,30,86,
277,CURSO 2022-2023,https://www3.gobiernodecanarias.org/medusa/mediateca/iesmarinacebrian,297,297,87,
278,CEIP Ángel Guimerá,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipangelguimera,224,224,86,
279,CEIP Playa de Mogán,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipplayademogan,207,210,86,
280,MEDIATECA CEIP LA  OLIVA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplaoliva,9,9,66,
281,CEIP IGUESTE,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipigueste,36,36,86,
282,CEIP Benito Méndez Tarajano,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipbenitomendeztarajano,65,66,86,
283,IES SANTA ANA MEDIATECA,https://www3.gobiernodecanarias.org/medusa/mediateca/iessantaana,60,64,86,
284,Radio Erjos,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiperjos,105,106,86,
285,Mediateca IES Cruce de Arinaga,https://www3.gobiernodecanarias.org/medusa/mediateca/iescrucedearinaga,54,55,86,
286,Rincón Villalba,https://www3.gobiernodecanarias.org/medusa/mediateca/iesvillalbahervas,0,0,86,
287,CEPA COMARCA,https://www3.gobiernodecanarias.org/medusa/mediateca/cepacomarcanordestedetenerife,3,3,86,
288,CEIP LAS TEDERAS,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplastederas,34,35,86,
289,IES Pérez Galdós,https://www3.gobiernodecanarias.org/medusa/mediateca/iesperezgaldos,104,104,86,
290,BANCO VISUAL PRÍNCIPE DE ASTURIAS,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipprincipedeasturias,154,155,86,
291,Los Giles Radio y TV,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplosgiles,0,0,0,file_not_found:Local XML file not found for 'https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplosgiles' in 'exports'
292,C.E.I.P. Los Andenes de Taco,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplosandenesdetaco,68,69,86,
293,Mediateca Palo Blanco,https://www3.gobiernodecanarias.org/medusa/mediateca/ceippaloblanco,59,59,86,
294,Carmen Álvarez de la Rosa,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipcarmenalvarezdelarosa,79,79,86,
295,CEIP POLICARPO BÁEZ,https://www3.gobiernodecanarias.org/medusa/mediateca/ceippolicarpobaez,26,28,86,
296,Ceip Don Benito,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipdonbenito,79,80,93,
297,CEIP LAS MESAS,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplasmesas,16,16,86,
298,Mediateca CEO Príncipe Felipe,https://www3.gobiernodecanarias.org/medusa/mediateca/ceoprincipefelipe,77,77,92,
299,RADIO CABRERA PINTO,https://www3.gobiernodecanarias.org/medusa/mediateca/iescanariascabrerapinto,24,445,86,
300,CEIP TEMISAS,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiptemisas,0,0,86,
301,Mediateca CEIP Villa Ascensión,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipvillaascension,188,188,86,
302,TIMPLIMEDIA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiptimplistajoseantonioramos,13,22,88,
303,Orozcoteca,https://www3.gobiernodecanarias.org/medusa/mediateca/ceoandresorozco,160,172,87,
304,CEIP Tefía,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiptefia,3,3,86,
305,IES Vigán,https://www3.gobiernodecanarias.org/medusa/mediateca/iesvigan,16,16,87,
306,CEIP CAMINO DE LA MADERA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipcaminodelamadera,8,8,86,
307,CEIP Plácido Fleitas,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipplacidofleitas,54,54,86,
308,CEIP TOSTÓN,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiptoston,29,31,88,
309,CEIP Valles de Ortega,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipvallesdeortega,23,23,86,
310,IESLasSalinasArrecife,https://www3.gobiernodecanarias.org/medusa/mediateca/ieslassalinas,37,37,87,
311,¡¡Los Llanos en ACCIÓN!!,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplosllanos,4,5,86,
312,Mediateca IES Puerto del Rosario,https://www3.gobiernodecanarias.org/medusa/mediateca/iespuertodelrosario,199,199,87,
313,CEIP SAN ANTONIO PUERTO DE LA CRUZ,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipsanantonio,8,8,86,
314,ceipacentejo,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipacentejo,635,638,115,
315,CEIP Gumersindo Martell,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipgumersindomartell,0,0,86,
316,CEIP Villaverde,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipvillaverde,22,22,86,
317,RadioBoral,https://www3.gobiernodecanarias.org/medusa/mediateca/ieslalaboraldelalaguna,96,98,87,
318,CEP DORAMAS,https://www3.gobiernodecanarias.org/medusa/mediateca/cepdoramas,121,124,86,
319,EOI de Ingenio,https://www3.gobiernodecanarias.org/medusa/mediateca/eoiingenio,291,291,86,
320,CEIP EL MATORRAL,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipelmatorral,6,13,86,
321,CEIP PUNTALLANA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceippuntallana,145,162,86,
322,CIFP FELO MONZON GRAU-BASSAS,https://www3.gobiernodecanarias.org/medusa/mediateca/cifpfelomonzongraubassas,7,7,86,
323,CEIP Pájara,https://www3.gobiernodecanarias.org/medusa/mediateca/ceippajara,17,19,86,
324,CEIP FERNANDO III EL SANTO,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipfernandoiiielsanto,122,122,86,
325,EOI Valverde,https://www3.gobiernodecanarias.org/medusa/mediateca/eoivalverde,5,5,88,
326,IES REALEJOS,https://www3.gobiernodecanarias.org/medusa/mediateca/iesrealejos,43,43,86,
327,IES Politécnico Las Palmas,https://www3.gobiernodecanarias.org/medusa/mediateca/iespolitecnicolaspalmas,470,470,45,
328,CEE CHACONA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceeechacona,3,3,86,
329,CEIP Baldomero Bethencourt Francés,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipbaldomerobethencourt,284,523,87,
330,CEIP ALCALDE ALEXIS TEJERA LEMES,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipalcaldealexistejeralemes,1983,2001,91,
331,CEIPABONA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipabona,1,1,86,
332,CEIP. VALLE SAN LORENZO,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipvallesanlorenzo,21,21,86,
333,EOI GÜÍMAR,https://www3.gobiernodecanarias.org/medusa/mediateca/eoiguimar,95,158,86,
334,CEIP TUINEJE,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiptuineje,31,50,86,
335,CER GRAN CANARIA OESTE,https://www3.gobiernodecanarias.org/medusa/mediateca/cergrancanariaoeste,0,0,86,
336,CEIP CASAS DE VENEGUERA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipcasasdeveneguera,22,22,86,
337,CEIP LA MONTAÑETA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplamontaneta,21,21,86,
338,CEIP ENRIQUE GONZÁLEZ MARTÍN,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipenriquegonzalezmartin,25,25,86,
339,IES María Pérez Trujillo,https://www3.gobiernodecanarias.org/medusa/mediateca/iesmariapereztrujillo,43,43,86,
340,P.eOi.Dcast,https://www3.gobiernodecanarias.org/medusa/mediateca/eoisantacruzdetenerife,55,74,86,
341,CEIP Punta Brava,https://www3.gobiernodecanarias.org/medusa/mediateca/ceippuntabrava,65,65,86,
342,CEO IGNACIO ALDECOA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceoignacioaldecoa,0,0,86,
343,CEIP Juan del Río Ayala,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipjuandelrioayala,33,33,86,
344,Mediateca - IES Profesor Juan Pulido Castro,https://www3.gobiernodecanarias.org/medusa/mediateca/iesprofesorjuanpulidocastro,6,6,87,
345,IES San Nicolás,https://www3.gobiernodecanarias.org/medusa/mediateca/iessannicolas,44,44,86,
346,IES Corralejo,https://www3.gobiernodecanarias.org/medusa/mediateca/iescorralejo,0,0,86,
347,Mediateca del IES Playa de Arinaga,https://www3.gobiernodecanarias.org/medusa/mediateca/iesplayadearinaga,4,4,86,
348,IES CARRIZAL,https://www3.gobiernodecanarias.org/medusa/mediateca/iescarrizal,55,58,86,
349,MEDIATECA CEPA GÜÍMAR,https://www3.gobiernodecanarias.org/medusa/mediateca/cepaguimar,55,72,86,
350,Barrio Costa MEDIATECA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipbarriocosta,13,13,86,
351,CEIP LA LOMADA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplalomada,0,0,86,
352,CER LAS BREÑAS,https://www3.gobiernodecanarias.org/medusa/mediateca/cerlasbrenas,3,5,86,
353,IES Playa Honda ,https://www3.gobiernodecanarias.org/medusa/mediateca/iesplayahonda,78,78,86,
354,CEIP ADAMANCASIS,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipadamancasis,70,70,95,
355,CEIP Las Mercedes,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplasmercedes,9,9,86,
356,Radio MRA,https://www3.gobiernodecanarias.org/medusa/mediateca/iesmariarosaalonso,13,13,86,
357,CEIP Ajei,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipajei,7,14,88,
358,CEIP El Tablero Gran Canaria,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipeltablerograncanaria,6,6,86,
359,CEE PUERTO DEL ROSARIO,https://www3.gobiernodecanarias.org/medusa/mediateca/ceeepuertodelrosario,12,24,90,
360,CEIP José Manuel Illera de la Mora,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipjosemanuelilleradelamora,30,30,86,
361,CEIP Oasis de Maspalomas,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipoasisdemaspalomas,172,179,88,
362,Mediateca La Rocha,https://www3.gobiernodecanarias.org/medusa/mediateca/iesjosefrugoniperez,13,26,86,
363,CEIP Tierra del Trigo,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiptierradeltrigo,1,1,86,
364,MenceyAcaymo,https://www3.gobiernodecanarias.org/medusa/mediateca/iesmenceyacaymo,0,0,0,file_not_found:Local XML file not found for 'https://www3.gobiernodecanarias.org/medusa/mediateca/iesmenceyacaymo' in 'exports'
365,IES LA ATALAYA,https://www3.gobiernodecanarias.org/medusa/mediateca/ieslaatalaya,0,0,86,
366,CEIP ALDEA BLANCA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipaldeablanca,11,22,86,
367,La Mediateca,https://www3.gobiernodecanarias.org/medusa/mediateca/ieslamatanza,12,12,89,
368,CEIP JOSE PEREZ VIDAL,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipjoseperezvidal,16,16,86,
369,CEPA GUAYAFANTA,https://www3.gobiernodecanarias.org/medusa/mediateca/cepaguayafanta,44,44,86,
370,CEIP DOCTOR HERNANDEZ BENITEZ,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipdoctorhernandezbenitez,5,5,86,
371,CEIP EL TOSCAL-LONGUERA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiptoscallonguera,31,34,86,
372,CEPA Santa Brígida,https://www3.gobiernodecanarias.org/medusa/mediateca/cepasantabrigida,1,1,86,
373,CEIP ALCALDE MARCIAL FRANCO,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipalcaldemarcialfranco,52,64,86,
374,CEIP PRINCESA ARECIDA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipprincesaarecida,11,11,86,
375,CEIP TEMOCODÁ,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiptemocoda,4,4,86,
376,CEIP ALAJERÓ,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipalajero,0,0,86,
377,CEIP LA LADERA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplaladera,177,177,86,
378,CEIP ALOJERA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipalojera,23,23,86,
379,CEIP GENOVÉS,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipgenoves,5,5,86,
380,CEIP El Retamal,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipelretamal,0,0,86,
381,CER LAS PALMAS ARUCAS (35707713),https://www3.gobiernodecanarias.org/medusa/mediateca/cerlaspalmasarucas,0,0,86,
382,CEIP EL TOSCÓN(35006278),https://www3.gobiernodecanarias.org/medusa/mediateca/ceipeltoscon,0,0,86,
383,Podcast de la EOI Puerto de la Cruz,https://www3.gobiernodecanarias.org/medusa/mediateca/eoipuertodelacruz,45,49,88,
384,MEDIATECA IES TEGUISE,https://www3.gobiernodecanarias.org/medusa/mediateca/iesteguise,0,0,86,
385,CEIP Soo,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipsoo,0,0,86,
386,CEIP Punta Larga,https://www3.gobiernodecanarias.org/medusa/mediateca/ceippuntalarga,49,49,86,
387,CEO Mario Lhermet Vallier,https://www3.gobiernodecanarias.org/medusa/mediateca/ceomariolhermetvallier,8,8,86,
388,IES Pablo Montesino,https://www3.gobiernodecanarias.org/medusa/mediateca/iespablomontesino,2,2,87,
389,MEDIATECA CHARCO DEL PINO,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipcharcodelpino,122,122,86,
390,Mediateca CEIP San Fernando,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipsanfernando,2,2,87,
391,Radiominik-conecta2,https://www3.gobiernodecanarias.org/medusa/mediateca/iesdomingoperezminik,69,69,86,
392,Sagaseta,https://www3.gobiernodecanarias.org/medusa/mediateca/iesfernandosagaseta,5,5,86,
393,EA Pancho Lasso,https://www3.gobiernodecanarias.org/medusa/mediateca/eapancholasso,15,15,86,
394,Mediateca IES TÁMARA,https://www3.gobiernodecanarias.org/medusa/mediateca/iestamara,46,47,86,
395,CEIP San Matías,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipsanmatias,282,284,5,
396,Mediateca MRA 22-23,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipmariarosaalonso,96,96,86,
397,MEDIATECA CEIP SANTA LUCÍA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipsantalucia,1,1,91,
398,CEIP CAMPINO,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipcampino,23,23,86,
399,CEPA Valverde,https://www3.gobiernodecanarias.org/medusa/mediateca/cepavalverde,0,0,86,
400,CEE INES FUENTES Y GONZÁLEZ DE ALEDO,https://www3.gobiernodecanarias.org/medusa/mediateca/ceeeinesfuentesygonzalezdealedo,189,189,86,
401,IES YAIZA,https://www3.gobiernodecanarias.org/medusa/mediateca/iesyaiza,204,418,86,
402,IES Jerónimo Saavedra,https://www3.gobiernodecanarias.org/medusa/mediateca/iesjeronimosaavedra,0,0,86,
403,GALERIA CÉSAR,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipcesarmanrique,503,600,86,
404,MEDIATECA CEIP MONTAÑA LOS VÉLEZ,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipmontanalosvelez,0,0,86,
405,CEIP Bernabé Figueroa,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipbernabefigueroaumpierrez,25,26,86,
406,IES MESA Y LÓPEZ,https://www3.gobiernodecanarias.org/medusa/mediateca/iesmesaylopez,5,5,86,
407,EOI FUERTEVENTURA,https://www3.gobiernodecanarias.org/medusa/mediateca/eoipuertodelrosario,0,0,86,
408,IES Primero de Mayo,https://www3.gobiernodecanarias.org/medusa/mediateca/iesprimerodemayo,0,0,86,
409,Cole de El Valle,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipanabetancorestupinan,16,16,85,
410,Cercado Espino,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipcercadodeespino,22,22,86,
411,CEIP ANTONIO ZEROLO,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipantoniozerolo,26,26,87,
412,Mediateca CEIP La Era,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplaera,19,19,87,
413,I.E.S. Las Brenas,https://www3.gobiernodecanarias.org/medusa/mediateca/ieslasbrenas,72,87,90,
414,CEIP YAIZA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipyaiza,229,233,86,
415,iesdetafiranelsonmandela,https://www3.gobiernodecanarias.org/medusa/mediateca/iestafira,13,15,86,
416,CEIP FRANCISCO AFONSO CARRILLO,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipfranciscoafonsocarrillo,2,2,86,
417,CEIP Tao,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiptao,18,21,86,
418,CEIP Munique,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipmunique,7,7,86,
419,CEIP Los Valles,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplosvalles,0,0,86,
420,CEIP Las Brenas Lanzarote,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplasbrenas,6,6,86,
421,CEIP Chayofa,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipchayofa,2,2,105,
422,IES SCHAMANN,https://www3.gobiernodecanarias.org/medusa/mediateca/iesschamann,0,0,86,
423,CEIP La Vegueta,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplavegueta,2,2,86,
424,IES Sabino Berthelot,https://www3.gobiernodecanarias.org/medusa/mediateca/iessabinoberthelot,0,0,86,
425,CEIP Guime,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipguime,0,0,86,
426,IES VECINDARIO,https://www3.gobiernodecanarias.org/medusa/mediateca/iesvecindario,119,119,99,
427,CEIP Mesa y Lopez,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipmesaylopez,26,28,86,
428,ceipaponte,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipaponte,17,19,86,
429,CEIPLASAMERICAS,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipplayalasamericas,14,14,86,
430,CervanTECA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipmigueldecervantes,0,0,86,
431,CEIP LOLA MASSIEU LA ANGOSTURA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplolamassieulaangostura,2,2,86,
432,MEDIATECA CEIP SECUNDINO DELGADO,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipsecundinodelgado,50,51,86,
433,IES LOS TARAHALES,https://www3.gobiernodecanarias.org/medusa/mediateca/ieslostarahales,247,248,87,
434,CEIP San Juan,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipsanjuan,3,3,86,
435,Digital del Atlantico,https://www3.gobiernodecanarias.org/medusa/mediateca/iesferiadelatlantico,31,31,86,
436,CEPA FUERTEVENTURA SUR,https://www3.gobiernodecanarias.org/medusa/mediateca/cepafuerteventurasur,2,2,86,
437,Mediateca CEIP El Roque,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipelroque,131,131,86,
438,catolica,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipisabellacatolica,328,328,87,
439,cepalaspalmas,https://www3.gobiernodecanarias.org/medusa/mediateca/cepalaspalmas,5,5,86,
440,CEIP Buenavista de Abajo,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipbuenavistadeabajo,3,5,86,
441,COLEGIO AMELIA VEGA MONZON,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipameliavega,16,17,86,
442,CEIP INFANTA ELENA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipinfantaelena,0,0,0,file_not_found:Local XML file not found for 'https://www3.gobiernodecanarias.org/medusa/mediateca/ceipinfantaelena' in 'exports'
443,CEIP Mararia,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipmararia,1,1,86,
444,Área de Salud Escolar y Estilos de Vida Saludable,https://www3.gobiernodecanarias.org/medusa/mediateca/saludescolar,118,208,104,
445,CEIP EL RIO,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipelrio,51,51,86,
446,CEIP Antonito El Farero,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipantonitoelfarero,0,0,86,
447,IESICHASAGUA,https://www3.gobiernodecanarias.org/medusa/mediateca/iesichasagua,3,3,86,
448,CEIP EL PUERTITO,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipelpuertitodeguimar,20,20,86,
449,CEIP Ntra. Sra. de la Luz,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipnuestrasenoradelaluz,2,2,86,
450,CEIP Tigaday_Mediateca,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiptigaday,52,52,86,
451,Mediateca CEIP Cardonal I,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipcardonali,25,25,86,
452,CEIP MANUEL GALVAN DE LAS CASAS,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipmanuelgalvandelascasas,208,208,86,
453,CEIP Teobaldo Power,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipteobaldopower,1088,1089,86,
454,CEIP BOTAZO,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipbotazo,6,6,86,
455,CEIP El Cuchillo,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipelcuchillo,0,0,86,
456,CEIP SAN BENITO LA LAGUNA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipsanbenito,114,117,86,
457,MEDIATECA CEIP LOS VERODES,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplosverodes,89,95,86,
458,MediaCER,https://www3.gobiernodecanarias.org/medusa/mediateca/cergranadilladeabona,8,16,86,
459,CEIP Poeta Francisco Tarajano,https://www3.gobiernodecanarias.org/medusa/mediateca/ceippoetafranciscotarajano,21,21,86,
460,CEIP EMETERIO GUTIERREZ ALBELO - Icod de los Vinos,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipemeteriogutierrezalbelo,77,77,86,
461,CEIP FANABE,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipfanabe,20,20,86,
462,EOI Santa Brigida,https://www3.gobiernodecanarias.org/medusa/mediateca/eoisantabrigida,0,0,86,
463,CEIP Claudio de la Torre,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipclaudiodelatorre,11,11,86,
