Número,Nombre,URL
289,Mediatecamenceyes,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplosmenceyes
290,IES TÍAS,https://www3.gobiernodecanarias.org/medusa/mediateca/iestias
291,Ceip Buzanada,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipbuzanada
292,CEIP HILDA ZUDÁN,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiphildazudan
293,Miguel de Santiago,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipmigueldesantiago
294,Millares TV,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipagustinmillarescarlo
295,"CEO Motor Grande, Rosa Padrón Pulido",https://www3.gobiernodecanarias.org/medusa/mediateca/ceomotorgranderosapadronpulido
296,MEDIATECA PLAYA HONDA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipplayahonda
297,CEE Nuestra Señora de los Volcanes,https://www3.gobiernodecanarias.org/medusa/mediateca/ceeensdelosvolcanes
298,CEIP ARAYA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiparaya
299,CEIP ARGANA ALTA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiparganaalta
300,CEIP LA GARITA ARRIETA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplagaritaarrieta
301,IESPUNTALARGA,https://www3.gobiernodecanarias.org/medusa/mediateca/iespuntalarga
302,CEIP Tiscamanita,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiptiscamanita
303,CURSO 2022-2023,https://www3.gobiernodecanarias.org/medusa/mediateca/iesmarinacebrian
304,CEIP Ángel Guimerá,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipangelguimera
305,CEIP Playa de Mogán,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipplayademogan
306,MEDIATECA CEIP LA  OLIVA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplaoliva
307,CEIP IGUESTE,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipigueste
308,CEIP Benito Méndez Tarajano,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipbenitomendeztarajano
309,IES SANTA ANA MEDIATECA,https://www3.gobiernodecanarias.org/medusa/mediateca/iessantaana
310,Radio Erjos,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiperjos
311,Mediateca IES Cruce de Arinaga,https://www3.gobiernodecanarias.org/medusa/mediateca/iescrucedearinaga
312,Rincón Villalba,https://www3.gobiernodecanarias.org/medusa/mediateca/iesvillalbahervas
313,CEPA COMARCA,https://www3.gobiernodecanarias.org/medusa/mediateca/cepacomarcanordestedetenerife
314,CEIP LAS TEDERAS,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplastederas
315,IES Pérez Galdós,https://www3.gobiernodecanarias.org/medusa/mediateca/iesperezgaldos
316,BANCO VISUAL PRÍNCIPE DE ASTURIAS,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipprincipedeasturias
317,Los Giles Radio y TV,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplosgiles
318,C.E.I.P. Los Andenes de Taco,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplosandenesdetaco
319,Mediateca Palo Blanco,https://www3.gobiernodecanarias.org/medusa/mediateca/ceippaloblanco
320,Carmen Álvarez de la Rosa,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipcarmenalvarezdelarosa
321,CEIP POLICARPO BÁEZ,https://www3.gobiernodecanarias.org/medusa/mediateca/ceippolicarpobaez
322,Ceip Don Benito,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipdonbenito
323,CEIP LAS MESAS,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplasmesas
324,Mediateca CEO Príncipe Felipe,https://www3.gobiernodecanarias.org/medusa/mediateca/ceoprincipefelipe
325,RADIO CABRERA PINTO,https://www3.gobiernodecanarias.org/medusa/mediateca/iescanariascabrerapinto
326,CEIP TEMISAS,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiptemisas
327,Mediateca CEIP Villa Ascensión,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipvillaascension
328,TIMPLIMEDIA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiptimplistajoseantonioramos
329,Orozcoteca,https://www3.gobiernodecanarias.org/medusa/mediateca/ceoandresorozco
330,CEIP Tefía,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiptefia
331,IES Vigán,https://www3.gobiernodecanarias.org/medusa/mediateca/iesvigan
332,CEIP CAMINO DE LA MADERA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipcaminodelamadera
333,CEIP Plácido Fleitas,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipplacidofleitas
334,CEIP TOSTÓN,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiptoston
335,CEIP Valles de Ortega,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipvallesdeortega
336,IESLasSalinasArrecife,https://www3.gobiernodecanarias.org/medusa/mediateca/ieslassalinas
337,¡¡Los Llanos en ACCIÓN!!,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplosllanos
338,Mediateca IES Puerto del Rosario,https://www3.gobiernodecanarias.org/medusa/mediateca/iespuertodelrosario
339,CEIP SAN ANTONIO PUERTO DE LA CRUZ,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipsanantonio
340,ceipacentejo,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipacentejo
341,CEIP Gumersindo Martell,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipgumersindomartell
342,CEIP Villaverde,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipvillaverde
343,RadioBoral,https://www3.gobiernodecanarias.org/medusa/mediateca/ieslalaboraldelalaguna
344,CEP DORAMAS,https://www3.gobiernodecanarias.org/medusa/mediateca/cepdoramas
345,EOI de Ingenio,https://www3.gobiernodecanarias.org/medusa/mediateca/eoiingenio
346,CEIP EL MATORRAL,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipelmatorral
348,CEIP PUNTALLANA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceippuntallana
349,CIFP FELO MONZON GRAU-BASSAS,https://www3.gobiernodecanarias.org/medusa/mediateca/cifpfelomonzongraubassas
350,CEIP Pájara,https://www3.gobiernodecanarias.org/medusa/mediateca/ceippajara
351,CEIP FERNANDO III EL SANTO,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipfernandoiiielsanto
352,EOI Valverde,https://www3.gobiernodecanarias.org/medusa/mediateca/eoivalverde
353,IES REALEJOS,https://www3.gobiernodecanarias.org/medusa/mediateca/iesrealejos
354,IES Politécnico Las Palmas,https://www3.gobiernodecanarias.org/medusa/mediateca/iespolitecnicolaspalmas
355,CEE CHACONA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceeechacona
356,CEIP Baldomero Bethencourt Francés,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipbaldomerobethencourt
357,CEIP ALCALDE ALEXIS TEJERA LEMES,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipalcaldealexistejeralemes
358,CEIPABONA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipabona
359,CEIP. VALLE SAN LORENZO,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipvallesanlorenzo
360,EOI GÜÍMAR,https://www3.gobiernodecanarias.org/medusa/mediateca/eoiguimar
361,CEIP TUINEJE,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiptuineje
362,CER GRAN CANARIA OESTE,https://www3.gobiernodecanarias.org/medusa/mediateca/cergrancanariaoeste
363,CEIP CASAS DE VENEGUERA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipcasasdeveneguera
364,CEIP LA MONTAÑETA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplamontaneta
365,CEIP ENRIQUE GONZÁLEZ MARTÍN,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipenriquegonzalezmartin
366,IES María Pérez Trujillo,https://www3.gobiernodecanarias.org/medusa/mediateca/iesmariapereztrujillo
367,P.eOi.Dcast,https://www3.gobiernodecanarias.org/medusa/mediateca/eoisantacruzdetenerife
368,CEIP Punta Brava,https://www3.gobiernodecanarias.org/medusa/mediateca/ceippuntabrava
369,CEO IGNACIO ALDECOA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceoignacioaldecoa
370,CEIP Juan del Río Ayala,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipjuandelrioayala
371,Mediateca - IES Profesor Juan Pulido Castro,https://www3.gobiernodecanarias.org/medusa/mediateca/iesprofesorjuanpulidocastro
372,IES San Nicolás,https://www3.gobiernodecanarias.org/medusa/mediateca/iessannicolas
373,IES Corralejo,https://www3.gobiernodecanarias.org/medusa/mediateca/iescorralejo
374,Mediateca del IES Playa de Arinaga,https://www3.gobiernodecanarias.org/medusa/mediateca/iesplayadearinaga
375,IES CARRIZAL,https://www3.gobiernodecanarias.org/medusa/mediateca/iescarrizal
376,MEDIATECA CEPA GÜÍMAR,https://www3.gobiernodecanarias.org/medusa/mediateca/cepaguimar
377,Barrio Costa MEDIATECA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipbarriocosta
378,CEIP LA LOMADA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplalomada
379,CER LAS BREÑAS,https://www3.gobiernodecanarias.org/medusa/mediateca/cerlasbrenas
380,IES Playa Honda ,https://www3.gobiernodecanarias.org/medusa/mediateca/iesplayahonda
382,CEIP ADAMANCASIS,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipadamancasis
383,CEIP Las Mercedes,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplasmercedes
384,Radio MRA,https://www3.gobiernodecanarias.org/medusa/mediateca/iesmariarosaalonso
385,CEIP Ajei,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipajei
386,CEIP El Tablero Gran Canaria,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipeltablerograncanaria
387,CEE PUERTO DEL ROSARIO,https://www3.gobiernodecanarias.org/medusa/mediateca/ceeepuertodelrosario
388,CEIP José Manuel Illera de la Mora,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipjosemanuelilleradelamora
389,CEIP Oasis de Maspalomas,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipoasisdemaspalomas
390,Mediateca La Rocha,https://www3.gobiernodecanarias.org/medusa/mediateca/iesjosefrugoniperez
391,CEIP Tierra del Trigo,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiptierradeltrigo
392,MenceyAcaymo,https://www3.gobiernodecanarias.org/medusa/mediateca/iesmenceyacaymo
393,IES LA ATALAYA,https://www3.gobiernodecanarias.org/medusa/mediateca/ieslaatalaya
394,CEIP ALDEA BLANCA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipaldeablanca
395,La Mediateca,https://www3.gobiernodecanarias.org/medusa/mediateca/ieslamatanza
396,CEIP JOSE PEREZ VIDAL,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipjoseperezvidal
397,CEPA GUAYAFANTA,https://www3.gobiernodecanarias.org/medusa/mediateca/cepaguayafanta
398,CEIP DOCTOR HERNANDEZ BENITEZ,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipdoctorhernandezbenitez
399,CEIP EL TOSCAL-LONGUERA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiptoscallonguera
400,CEPA Santa Brígida,https://www3.gobiernodecanarias.org/medusa/mediateca/cepasantabrigida
401,CEIP ALCALDE MARCIAL FRANCO,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipalcaldemarcialfranco
402,CEIP PRINCESA ARECIDA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipprincesaarecida
403,CEIP TEMOCODÁ,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiptemocoda
404,CEIP ALAJERÓ,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipalajero
405,CEIP LA LADERA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplaladera
406,CEIP ALOJERA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipalojera
407,CEIP GENOVÉS,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipgenoves
408,CEIP El Retamal,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipelretamal
409,CER LAS PALMAS ARUCAS (35707713),https://www3.gobiernodecanarias.org/medusa/mediateca/cerlaspalmasarucas
410,CEIP EL TOSCÓN(35006278),https://www3.gobiernodecanarias.org/medusa/mediateca/ceipeltoscon
411,Podcast de la EOI Puerto de la Cruz,https://www3.gobiernodecanarias.org/medusa/mediateca/eoipuertodelacruz
412,MEDIATECA IES TEGUISE,https://www3.gobiernodecanarias.org/medusa/mediateca/iesteguise
413,CEIP Soo,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipsoo
414,CEIP Punta Larga,https://www3.gobiernodecanarias.org/medusa/mediateca/ceippuntalarga
415,CEO Mario Lhermet Vallier,https://www3.gobiernodecanarias.org/medusa/mediateca/ceomariolhermetvallier
416,IES Pablo Montesino,https://www3.gobiernodecanarias.org/medusa/mediateca/iespablomontesino
417,MEDIATECA CHARCO DEL PINO,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipcharcodelpino
418,Mediateca CEIP San Fernando,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipsanfernando
419,Radiominik-conecta2,https://www3.gobiernodecanarias.org/medusa/mediateca/iesdomingoperezminik
420,Sagaseta,https://www3.gobiernodecanarias.org/medusa/mediateca/iesfernandosagaseta
421,EA Pancho Lasso,https://www3.gobiernodecanarias.org/medusa/mediateca/eapancholasso
422,Mediateca IES TÁMARA,https://www3.gobiernodecanarias.org/medusa/mediateca/iestamara
423,CEIP San Matías,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipsanmatias
424,Mediateca MRA 22-23,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipmariarosaalonso
425,MEDIATECA CEIP SANTA LUCÍA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipsantalucia
426,CEIP CAMPINO,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipcampino
427,CEPA Valverde,https://www3.gobiernodecanarias.org/medusa/mediateca/cepavalverde
428,CEE INES FUENTES Y GONZÁLEZ DE ALEDO,https://www3.gobiernodecanarias.org/medusa/mediateca/ceeeinesfuentesygonzalezdealedo
429,IES YAIZA,https://www3.gobiernodecanarias.org/medusa/mediateca/iesyaiza
430,IES Jerónimo Saavedra,https://www3.gobiernodecanarias.org/medusa/mediateca/iesjeronimosaavedra
431,GALERIA CÉSAR,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipcesarmanrique
432,MEDIATECA CEIP MONTAÑA LOS VÉLEZ,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipmontanalosvelez
433,CEIP Bernabé Figueroa,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipbernabefigueroaumpierrez
434,IES MESA Y LÓPEZ,https://www3.gobiernodecanarias.org/medusa/mediateca/iesmesaylopez
435,EOI FUERTEVENTURA,https://www3.gobiernodecanarias.org/medusa/mediateca/eoipuertodelrosario
436,IES Primero de Mayo,https://www3.gobiernodecanarias.org/medusa/mediateca/iesprimerodemayo
437,Cole de El Valle,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipanabetancorestupinan
438,Cercado Espino,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipcercadodeespino
439,CEIP ANTONIO ZEROLO,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipantoniozerolo
440,Mediateca CEIP La Era,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplaera
441,I.E.S. Las Brenas,https://www3.gobiernodecanarias.org/medusa/mediateca/ieslasbrenas
442,CEIP YAIZA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipyaiza
443,iesdetafiranelsonmandela,https://www3.gobiernodecanarias.org/medusa/mediateca/iestafira
444,CEIP FRANCISCO AFONSO CARRILLO,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipfranciscoafonsocarrillo
445,CEIP Tao,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiptao
446,CEIP Munique,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipmunique
447,CEIP Los Valles,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplosvalles
448,CEIP Las Brenas Lanzarote,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplasbrenas
449,CEIP Chayofa,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipchayofa
450,IES SCHAMANN,https://www3.gobiernodecanarias.org/medusa/mediateca/iesschamann
451,CEIP La Vegueta,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplavegueta
452,IES Sabino Berthelot,https://www3.gobiernodecanarias.org/medusa/mediateca/iessabinoberthelot
453,CEIP Guime,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipguime
454,IES VECINDARIO,https://www3.gobiernodecanarias.org/medusa/mediateca/iesvecindario
455,CEIP Mesa y Lopez,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipmesaylopez
456,ceipaponte,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipaponte
457,CEIPLASAMERICAS,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipplayalasamericas
458,CervanTECA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipmigueldecervantes
459,CEIP LOLA MASSIEU LA ANGOSTURA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplolamassieulaangostura
460,MEDIATECA CEIP SECUNDINO DELGADO,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipsecundinodelgado
461,IES LOS TARAHALES,https://www3.gobiernodecanarias.org/medusa/mediateca/ieslostarahales
462,CEIP San Juan,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipsanjuan
463,Digital del Atlantico,https://www3.gobiernodecanarias.org/medusa/mediateca/iesferiadelatlantico
464,CEPA FUERTEVENTURA SUR,https://www3.gobiernodecanarias.org/medusa/mediateca/cepafuerteventurasur
465,Mediateca CEIP El Roque,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipelroque
466,catolica,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipisabellacatolica
467,cepalaspalmas,https://www3.gobiernodecanarias.org/medusa/mediateca/cepalaspalmas
468,CEIP Buenavista de Abajo,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipbuenavistadeabajo
469,COLEGIO AMELIA VEGA MONZON,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipameliavega
470,CEIP INFANTA ELENA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipinfantaelena
471,CEIP Mararia,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipmararia
472,Área de Salud Escolar y Estilos de Vida Saludable,https://www3.gobiernodecanarias.org/medusa/mediateca/saludescolar
473,CEIP EL RIO,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipelrio
474,CEIP Antonito El Farero,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipantonitoelfarero
475,IESICHASAGUA,https://www3.gobiernodecanarias.org/medusa/mediateca/iesichasagua
476,CEIP EL PUERTITO,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipelpuertitodeguimar
477,CEIP Ntra. Sra. de la Luz,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipnuestrasenoradelaluz
478,CEIP Tigaday_Mediateca,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiptigaday
479,Mediateca CEIP Cardonal I,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipcardonali
480,CEIP MANUEL GALVAN DE LAS CASAS,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipmanuelgalvandelascasas
481,CEIP Teobaldo Power,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipteobaldopower
482,CEIP BOTAZO,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipbotazo
483,CEIP El Cuchillo,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipelcuchillo
484,CEIP SAN BENITO LA LAGUNA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipsanbenito
485,MEDIATECA CEIP LOS VERODES,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplosverodes
486,MediaCER,https://www3.gobiernodecanarias.org/medusa/mediateca/cergranadilladeabona
487,CEIP Poeta Francisco Tarajano,https://www3.gobiernodecanarias.org/medusa/mediateca/ceippoetafranciscotarajano
488,CEIP EMETERIO GUTIERREZ ALBELO - Icod de los Vinos,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipemeteriogutierrezalbelo
491,CEIP FANABE,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipfanabe
492,EOI Santa Brigida,https://www3.gobiernodecanarias.org/medusa/mediateca/eoisantabrigida
494,CEIP Claudio de la Torre,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipclaudiodelatorre
495,CEIP Esteban Navarro Snchez,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipestebannavarrosanchez
496,La biblioteca de El Faro,https://www3.gobiernodecanarias.org/medusa/mediateca/iesfarodemaspalomas
497,CEIP Tamaimo,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiptamaimo
498,ceipsanjuantelde,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipsanjuantelde
499,Mediateca IES Valle Guerra,https://www3.gobiernodecanarias.org/medusa/mediateca/iesvalleguerra
500,CEIP LA DESTILA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipladestila
501,CEIP Nuestra Sra del Buen Viaje,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipnuestrasenoradelbuenviaje
502,CEIP PROFESOR RAFAEL GOMEZ SANTOS,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipprofesorrafaelgomezsantos
503,IES San Marcos,https://www3.gobiernodecanarias.org/medusa/mediateca/iessanmarcos
504,CEIP FELICIANO HERNANDEZ GARCIA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipfelicianohernandezgarcia
505,CEIP LOS CANARIOS,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiploscanarios
506,CEIP. VILLA DE ARICO,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipvilladearico
507,IES Granadilla de Abona,https://www3.gobiernodecanarias.org/medusa/mediateca/iesgranadilla
508,CIFP CRUZ DE PIEDRA,https://www3.gobiernodecanarias.org/medusa/mediateca/cifpcruzdepiedra
509,ceiptagorortfe,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiptagorortfe
510,CEIP PADILLA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceippadilla
511,CEIP DJM,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipdomingojuanmanrique
512,CEIP CESAR MANRIQUE - PTO CRUZ,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipcesarmanriqueptocruz
513,CEIP Anselmo Perez de Brito,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipanselmoperezbrito
514,Mediateca IES Garachico,https://www3.gobiernodecanarias.org/medusa/mediateca/iesgarachicoalcaldelorenzodorta
515,CEIP SANTA ROSA DE LIMA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipsantarosadelima
516,Mediateca del IES Jandia,https://www3.gobiernodecanarias.org/medusa/mediateca/iesjandia
517,CEPA Titerroygatra,https://www3.gobiernodecanarias.org/medusa/mediateca/cepatiterroygatra
519,CEIP LAS CHUMBERAS,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplaschumberas
520,CEIP POETA MONTIANO PLACERES,https://www3.gobiernodecanarias.org/medusa/mediateca/ceippoetamontianoplaceres
521,Mediateca EOI Arucas,https://www3.gobiernodecanarias.org/medusa/mediateca/eoiarucas
522,Vdeos de centro,https://www3.gobiernodecanarias.org/medusa/mediateca/cifptonygallardo
523,CEIP LA CUMBRITA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplacumbrita
524,MEDIATECA CEIP M. PELADA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipmontanapelada
525,Ceip Virgen del Pilar Chimiche,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipvirgendelpilar
526,CEIP NESTOR DE LA TORRE,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipnestordelatorre
527,CEIP LOS ABRIGOS,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplosabrigos
528,CEIP PINTOR NESTOR,https://www3.gobiernodecanarias.org/medusa/mediateca/ceippintornestor
529,EOI MASPALOMAS,https://www3.gobiernodecanarias.org/medusa/mediateca/eoimaspalomas
530,CEIP Los Blanquitos,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplosblanquitos
531,UEC,https://www3.gobiernodecanarias.org/medusa/mediateca/iespuntagorda
532,Aula Unidad Pediátrica Hospital Santa Cruz,https://www3.gobiernodecanarias.org/medusa/mediateca/aulaunidadpediatricahospitalstacruz
533,Aula Hospital Dr. José Molina Orosa,https://www3.gobiernodecanarias.org/medusa/mediateca/aulahospitaldoctorjosemolinaorosa
534,CEIPMariaauxiliadora,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipmariaauxiliadora
535,CEIP LUCIA JIMENEZ OLIVA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipluciajimenezoliva
536,CEIP JINAMAR FASE V,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipjinamarfasev
537,IES GUAZA,https://www3.gobiernodecanarias.org/medusa/mediateca/iesguaza
538,CIFP La Laguna,https://www3.gobiernodecanarias.org/medusa/mediateca/cifplalaguna
539,CEIP El Roque San Miguel ,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipelroquesan%20miguel
540,CEIP El Roque San Miguel ,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipelroquesanmiguel
541,IES LA MINILLA,https://www3.gobiernodecanarias.org/medusa/mediateca/ieslaminilla
542,CEPA FUERTEVENTURA NORTE,https://www3.gobiernodecanarias.org/medusa/mediateca/cepafuerteventuranorte
543,CEIP SALAMANCA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipsalamanca
544,CEIP DR.ALFONSO SPNOLA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipdoctoralfonsospinola
545,CER El Hierro,https://www3.gobiernodecanarias.org/medusa/mediateca/cerelhierro
546,CEIP Francisco Navarro Artiles,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipfrancisconavarroartiles
547,CEIP ARAGON,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiparagon
548,CER ANAGA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceranaga
549,Mencey Bentor,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipmenceybentor
550,CEIP PLUS ULTRA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipplusultra
551,Aula Hospital Materno Infantil,https://www3.gobiernodecanarias.org/medusa/mediateca/aulahospitalmaternoinfantil
552,IES PUERTO DEL CARMEN,https://www3.gobiernodecanarias.org/medusa/mediateca/iespuertodelcarmen
553,CEIP Virgen de Fatima,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipvirgendefatima
554,CEIP Miguel Pintor Gonzlez,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipmiguelpintorgonzalez
555,Escuela Oficial de Idiomas Los Cristianos,https://www3.gobiernodecanarias.org/medusa/mediateca/eoiloscristianos
556,CEIP Froilan Hernandez Gonzalez,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipfroilanhernandezgonzalez
557,CEIP Montana Pacho,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipmontanapacho
558,MEDIATECA CEIP SANTA CATALINA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipsantacatalina
559,Mediateca CER Firgas,https://www3.gobiernodecanarias.org/medusa/mediateca/cerfirgas
560,CEIP FRONTON,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipfronton
