numero,nombre,url,attachment_root_items,attachment_items,media_category_terms,post_date,error
193,CEIP Agustín Hernández Díaz,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipagustinhernandezdiaz,195,195,86,2024-05-13 09:20:25,
194,IES AGUSTÍN ESPINOSA -LANZAROTE,https://www3.gobiernodecanarias.org/medusa/mediateca/iesagustinespinosa,9,9,86,2022-06-09 14:41:25,
195,GuajaraTube,https://www3.gobiernodecanarias.org/medusa/mediateca/ceoguajara,12,16,86,2025-03-27 13:19:06,
196,CEIP ERNESTO CASTRO FARIÑAS,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipernestocastrofarina,65,65,86,2025-07-01 07:14:39,
197,CEIP GUIGUAN,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipguiguan,14,14,87,2024-12-16 12:05:56,
198,Europa-Néstor,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipeuropanestoralamo,729,729,87,2024-06-16 13:18:50,
199,ALMACÉN DIGITAL,https://www3.gobiernodecanarias.org/medusa/mediateca/ieslasveredillas,0,0,86,,
200,IES Tomás de Iriarte,https://www3.gobiernodecanarias.org/medusa/mediateca/iestomasdeiriarte,6,8,87,2025-02-16 08:41:23,
201,Repositorio,https://www3.gobiernodecanarias.org/medusa/mediateca/easdfernandoestevez,3,3,4,2022-02-21 21:50:47,
202,APRENDIENDO A PENSAR - EGA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipemeteriogutierrezalbeloaguagarcia,198,351,86,2025-06-25 10:28:23,
203,CEIP ROQUE AGUAYRO,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiproqueaguayro,26,26,86,2025-04-28 11:49:03,
204,Mediateca del IES SAN MATÍAS,https://www3.gobiernodecanarias.org/medusa/mediateca/iessanmatias,655,655,86,2025-07-04 12:26:20,
205,VídeoClub El Tablero,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipeltablero,275,275,86,2025-06-20 07:47:23,
206,Blog Chimisay,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipchimisay,179,179,86,2025-06-06 07:34:15,
207,CEIP SAN FERNANDO DE MASPALOMAS,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipsanfernandodemaspalomas,51,85,86,2025-06-16 13:24:40,
208,CEIP MARIA SUÁREZ FIOL,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipmariasuarezfiol,73,73,86,2025-06-21 19:57:18,
209,MediateKa,https://www3.gobiernodecanarias.org/medusa/mediateca/ceippadrecollado,19,19,86,2025-06-26 08:10:05,
210,MEDIATECA CEIP TEOFILO PÉREZ,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipteofiloperez,394,405,86,2025-06-19 18:33:34,
211,CEIP DR. JUAN ESPINO SÁNCHEZ,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipdoctorjuanespinosanchez,43,44,86,2024-01-20 19:42:28,
212,CEPA La Gomera,https://www3.gobiernodecanarias.org/medusa/mediateca/cepalagomera,0,0,86,,
213,IES BLAS CABRERA FELIPE,https://www3.gobiernodecanarias.org/medusa/mediateca/iesblascabrerafelipe,69,69,86,2025-06-30 11:13:37,
214,CEIP Cesar Manrique Cabrera,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipcesarmanriquecabrera,672,681,90,2025-07-14 11:26:03,
215,CEIP ALONSO NAVA Y GRIMÓN,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipalonsonavaygrimon,3,3,86,2025-01-20 22:09:16,
216,CEIP GUAYONGE,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipguayonge,1,1,86,2023-11-22 20:33:02,
217,CEIP SAN JOSÉ ARTESANO,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipsanjoseartesano,14,24,86,2025-06-20 11:17:49,
218,Vídeos de centro,https://www3.gobiernodecanarias.org/medusa/mediateca/iestonygallardo,11,11,86,2024-10-23 09:53:49,
219,MEDIATECA CEIP DOMÍNGUEZ ALFONSO,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipdominguezalfonso,73,81,87,2025-08-21 16:07:30,
220,Mediateca del CEIP Bañaderos,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipbanaderos,3,3,86,2024-02-26 17:43:38,
221,CAPELLANÍA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipcapellaniadelyagabo,65,65,89,2025-06-06 11:56:49,
222,Mediateca CEO Antigua,https://www3.gobiernodecanarias.org/medusa/mediateca/ceoantigua,2,2,86,2024-06-11 09:35:57,
223,CEIP La Estrella,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplaestrella,114,114,86,2025-06-19 08:59:56,
224,IES Cruz Santa,https://www3.gobiernodecanarias.org/medusa/mediateca/iescruzsanta,26,26,87,2025-06-24 12:38:11,
225,IES Benito Pérez Armas,https://www3.gobiernodecanarias.org/medusa/mediateca/iesbenitoperezarmas,11,12,87,2025-04-22 21:15:55,
226,CEO LEONCIO RODRÍGUEZ,https://www3.gobiernodecanarias.org/medusa/mediateca/ceoleonciorodriguez,12,12,86,2023-07-03 08:29:04,
227,CEIP FEDERICO GARCÍA LORCA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipfedericogarcialorca,203,203,86,2025-06-28 19:02:25,
228,CEIP LA GOLETA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplagoleta,2,2,86,2024-01-29 18:24:22,
229,MEDIATECA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipalfonsoxelsabio,17,17,86,2025-05-26 12:34:47,
230,CEIP San José de Calasanz,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipsanjosedecalasanz,11,16,88,2023-04-14 12:17:03,
231,CEIP TAJINASTE,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiptajinaste,44,44,87,2025-06-07 15:47:35,
232,El Faro,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipsardinadelnorte,13,13,86,2023-10-23 11:07:07,
233,Mediateca CEIP Las Torres,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplastorres,56,58,86,2025-06-23 10:05:31,
234,Ceip José Sánchez y Sánchez,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipjosesanchezysanchez,0,0,86,,
235,CEO San Miguel,https://www3.gobiernodecanarias.org/medusa/mediateca/ceoensanmigueldeabona,0,0,86,,
236,ceipnievestoledo,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipnievestoledo,90,90,86,2025-06-27 07:27:11,
237,CEIP PLAYA BLANCA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipplayablanca,51,54,19,2025-06-21 08:00:24,
238,PARQUE LA REINA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipparquelareina,80,80,86,2025-06-17 10:04:12,
239,CastriMedia,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipmariacastrillogarcia,44,45,86,2024-10-23 08:40:25,
240,iesteobaldopower,https://www3.gobiernodecanarias.org/medusa/mediateca/iesteobaldopower,46,47,86,2025-04-08 18:54:03,
241,CEIP BILINGÜE LOS TARAHALES,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplostarahales,36,36,86,2025-04-03 17:10:15,
242,CEIP NUESTRA SEÑORA DE LA CONCEPCIÓN,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipnuestrasenoradelaconcepcion,0,0,86,,
243,CEPA Gáldar,https://www3.gobiernodecanarias.org/medusa/mediateca/cepagaldar,5,5,86,2025-07-18 09:14:09,
244,Mediateca CEIP Concepción Rodríguez Artiles,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipconcepcionrodriguezartiles,103,104,86,2024-06-21 14:53:28,
245,ceip uga,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipuga,1,1,86,2025-06-27 10:42:56,
246,CEIP LA GARITA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplagarita,12,21,86,2024-03-19 12:55:11,
247,EOI LAS PALMAS DE GRAN CANARIA,https://www3.gobiernodecanarias.org/medusa/mediateca/eoilaspalmasdegrancanaria,29,32,88,2025-06-02 12:05:32,
248,EOI LA LAGUNA,https://www3.gobiernodecanarias.org/medusa/mediateca/eoilalaguna,0,0,86,,
249,EL MONTE,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipelmonte,0,0,86,,
250,MEDIATECA IES EL CHAPATAL,https://www3.gobiernodecanarias.org/medusa/mediateca/ieselchapatal,0,0,86,,
251,Mediateca IES Padre Anchieta,https://www3.gobiernodecanarias.org/medusa/mediateca/iespadreanchieta,0,0,86,,
252,IES Santo Tomás de Aquino,https://www3.gobiernodecanarias.org/medusa/mediateca/iessantotomasdeaquino,40,41,86,2024-06-07 10:21:00,
253,CEIP FRANCISCA PÉREZ,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipfranciscaperez,101,102,86,2025-07-03 20:21:37,
254,MEDIATECA CEO ARGANA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceoargana,1060,1060,98,2025-07-07 21:23:26,
255,Cooperación y Solidaridad,https://www3.gobiernodecanarias.org/medusa/mediateca/cooperacionysolidaridad,4,4,86,2023-03-15 13:25:07,
256,Guille_testing,https://www3.gobiernodecanarias.org/medusa/mediateca/otroscentrovirtualoficinamedusatfe,4,4,86,2023-04-24 10:02:08,
257,CEIP VIRGEN DE LOS VOLCANES,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipvirgendelosvolcanes,4171,4171,86,2025-06-26 11:08:55,
258,Onfraile,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipelfraile,128,128,86,2025-05-27 18:12:08,
259,CEIP LA HUBARA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplahubara,34,35,86,2025-05-26 13:53:48,
260,Alonsoteca,https://www3.gobiernodecanarias.org/medusa/mediateca/iesalonsoquesada,0,0,86,,
261,Mediateca CEIP Juan García Pérez,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipjuangarciaperez,10,10,86,2025-06-09 22:39:46,
262,Princesa Tejina,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipprincesatejina,0,0,86,,
263,Mediatecamenceyes,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplosmenceyes,138,138,86,2025-07-04 11:09:36,
264,IES TÍAS,https://www3.gobiernodecanarias.org/medusa/mediateca/iestias,53,53,86,2025-06-24 08:47:33,
265,Ceip Buzanada,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipbuzanada,3,3,86,2024-04-08 11:38:35,
266,CEIP HILDA ZUDÁN,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiphildazudan,0,0,86,,
267,Miguel de Santiago,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipmigueldesantiago,92,92,87,2025-06-17 21:02:46,
268,Millares TV,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipagustinmillarescarlo,329,612,16,2025-06-25 11:20:56,
269,"CEO Motor Grande, Rosa Padrón Pulido",https://www3.gobiernodecanarias.org/medusa/mediateca/ceomotorgranderosapadronpulido,131,147,86,2025-06-01 21:20:14,
270,MEDIATECA PLAYA HONDA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipplayahonda,1,1,86,2022-09-30 22:47:24,
271,CEE Nuestra Señora de los Volcanes,https://www3.gobiernodecanarias.org/medusa/mediateca/ceeensdelosvolcanes,45,45,86,2025-06-18 19:03:26,
272,CEIP ARAYA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiparaya,59,59,88,2025-07-02 11:40:42,
273,CEIP ARGANA ALTA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiparganaalta,14,14,86,2023-12-19 20:08:21,
274,CEIP LA GARITA ARRIETA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplagaritaarrieta,18,18,87,2023-11-02 10:14:05,
275,IESPUNTALARGA,https://www3.gobiernodecanarias.org/medusa/mediateca/iespuntalarga,28,30,86,2025-06-24 12:05:35,
276,CEIP Tiscamanita,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiptiscamanita,29,30,86,2025-05-20 19:05:22,
277,CURSO 2022-2023,https://www3.gobiernodecanarias.org/medusa/mediateca/iesmarinacebrian,297,297,87,2025-06-21 23:43:42,
278,CEIP Ángel Guimerá,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipangelguimera,224,224,86,2025-06-23 08:11:08,
279,CEIP Playa de Mogán,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipplayademogan,207,210,86,2024-09-05 11:19:07,
280,MEDIATECA CEIP LA  OLIVA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplaoliva,9,9,66,2025-05-13 17:53:41,
281,CEIP IGUESTE,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipigueste,36,36,86,2025-01-08 17:02:02,
282,CEIP Benito Méndez Tarajano,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipbenitomendeztarajano,65,66,86,2025-03-12 08:38:18,
283,IES SANTA ANA MEDIATECA,https://www3.gobiernodecanarias.org/medusa/mediateca/iessantaana,60,64,86,2025-06-11 08:12:17,
284,Radio Erjos,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiperjos,105,106,86,2025-06-13 12:49:19,
285,Mediateca IES Cruce de Arinaga,https://www3.gobiernodecanarias.org/medusa/mediateca/iescrucedearinaga,54,55,86,2024-05-16 11:42:22,
286,Rincón Villalba,https://www3.gobiernodecanarias.org/medusa/mediateca/iesvillalbahervas,0,0,86,,
287,CEPA COMARCA,https://www3.gobiernodecanarias.org/medusa/mediateca/cepacomarcanordestedetenerife,3,3,86,2022-10-14 12:45:44,
288,CEIP LAS TEDERAS,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplastederas,34,35,86,2025-06-18 20:50:29,
289,IES Pérez Galdós,https://www3.gobiernodecanarias.org/medusa/mediateca/iesperezgaldos,104,104,86,2025-07-03 11:22:18,
290,BANCO VISUAL PRÍNCIPE DE ASTURIAS,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipprincipedeasturias,154,155,86,2025-07-03 18:13:00,
291,Los Giles Radio y TV,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplosgiles,470,470,86,2025-07-31 16:27:22,
292,C.E.I.P. Los Andenes de Taco,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplosandenesdetaco,68,69,86,2025-01-25 08:03:40,
293,Mediateca Palo Blanco,https://www3.gobiernodecanarias.org/medusa/mediateca/ceippaloblanco,59,59,86,2025-06-06 23:18:03,
294,Carmen Álvarez de la Rosa,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipcarmenalvarezdelarosa,79,79,86,2025-06-30 08:45:58,
295,CEIP POLICARPO BÁEZ,https://www3.gobiernodecanarias.org/medusa/mediateca/ceippolicarpobaez,26,28,86,2023-12-27 19:21:57,
296,Ceip Don Benito,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipdonbenito,79,80,93,2025-05-29 11:41:40,
297,CEIP LAS MESAS,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplasmesas,16,16,86,2025-06-26 00:23:45,
298,Mediateca CEO Príncipe Felipe,https://www3.gobiernodecanarias.org/medusa/mediateca/ceoprincipefelipe,77,77,92,2025-06-24 20:37:06,
299,RADIO CABRERA PINTO,https://www3.gobiernodecanarias.org/medusa/mediateca/iescanariascabrerapinto,24,445,86,2025-06-19 17:59:43,
300,CEIP TEMISAS,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiptemisas,0,0,86,,
301,Mediateca CEIP Villa Ascensión,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipvillaascension,188,188,86,2025-07-09 09:05:02,
302,TIMPLIMEDIA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiptimplistajoseantonioramos,13,22,88,2024-05-23 07:58:05,
303,Orozcoteca,https://www3.gobiernodecanarias.org/medusa/mediateca/ceoandresorozco,160,172,87,2024-04-16 15:40:07,
304,CEIP Tefía,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiptefia,3,3,86,2025-05-13 11:52:26,
305,IES Vigán,https://www3.gobiernodecanarias.org/medusa/mediateca/iesvigan,16,16,87,2025-06-17 08:10:12,
306,CEIP CAMINO DE LA MADERA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipcaminodelamadera,8,8,86,2025-06-14 11:51:48,
307,CEIP Plácido Fleitas,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipplacidofleitas,54,54,86,2025-02-16 17:43:20,
308,CEIP TOSTÓN,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiptoston,29,31,88,2025-06-04 21:26:20,
309,CEIP Valles de Ortega,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipvallesdeortega,23,23,86,2025-04-23 10:40:38,
310,IESLasSalinasArrecife,https://www3.gobiernodecanarias.org/medusa/mediateca/ieslassalinas,37,37,87,2025-05-27 07:11:07,
311,¡¡Los Llanos en ACCIÓN!!,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplosllanos,4,5,86,2025-05-03 10:34:59,
312,Mediateca IES Puerto del Rosario,https://www3.gobiernodecanarias.org/medusa/mediateca/iespuertodelrosario,199,199,87,2024-04-29 07:24:24,
313,CEIP SAN ANTONIO PUERTO DE LA CRUZ,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipsanantonio,8,8,86,2025-06-25 11:30:16,
314,ceipacentejo,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipacentejo,635,638,115,2025-06-29 21:48:23,
315,CEIP Gumersindo Martell,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipgumersindomartell,0,0,86,,
316,CEIP Villaverde,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipvillaverde,22,22,86,2025-04-25 12:22:37,
317,RadioBoral,https://www3.gobiernodecanarias.org/medusa/mediateca/ieslalaboraldelalaguna,96,98,87,2025-06-25 09:14:11,
318,CEP DORAMAS,https://www3.gobiernodecanarias.org/medusa/mediateca/cepdoramas,121,124,86,2025-07-28 13:28:55,
319,EOI de Ingenio,https://www3.gobiernodecanarias.org/medusa/mediateca/eoiingenio,291,291,86,2025-07-11 11:02:24,
320,CEIP EL MATORRAL,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipelmatorral,6,13,86,2024-02-29 18:36:49,
321,CEIP PUNTALLANA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceippuntallana,145,162,86,2025-06-23 17:26:22,
322,CIFP FELO MONZON GRAU-BASSAS,https://www3.gobiernodecanarias.org/medusa/mediateca/cifpfelomonzongraubassas,7,7,86,2023-06-19 11:36:00,
323,CEIP Pájara,https://www3.gobiernodecanarias.org/medusa/mediateca/ceippajara,17,19,86,2024-05-26 11:25:51,
324,CEIP FERNANDO III EL SANTO,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipfernandoiiielsanto,122,122,86,2025-06-20 11:00:32,
325,EOI Valverde,https://www3.gobiernodecanarias.org/medusa/mediateca/eoivalverde,5,5,88,2024-11-25 11:33:37,
326,IES REALEJOS,https://www3.gobiernodecanarias.org/medusa/mediateca/iesrealejos,43,43,86,2025-06-13 11:25:25,
327,IES Politécnico Las Palmas,https://www3.gobiernodecanarias.org/medusa/mediateca/iespolitecnicolaspalmas,470,470,45,2025-07-17 11:55:51,
328,CEE CHACONA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceeechacona,3,3,86,2025-05-30 09:20:08,
329,CEIP Baldomero Bethencourt Francés,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipbaldomerobethencourt,284,523,87,2025-07-04 10:13:43,
330,CEIP ALCALDE ALEXIS TEJERA LEMES,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipalcaldealexistejeralemes,1983,2001,91,2025-06-13 09:58:37,
331,CEIPABONA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipabona,1,1,86,2023-12-19 11:28:43,
332,CEIP. VALLE SAN LORENZO,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipvallesanlorenzo,21,21,86,2024-09-30 20:52:11,
333,EOI GÜÍMAR,https://www3.gobiernodecanarias.org/medusa/mediateca/eoiguimar,95,158,86,2025-05-12 20:59:27,
334,CEIP TUINEJE,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiptuineje,31,50,86,2025-04-10 11:54:41,
335,CER GRAN CANARIA OESTE,https://www3.gobiernodecanarias.org/medusa/mediateca/cergrancanariaoeste,0,0,86,,
336,CEIP CASAS DE VENEGUERA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipcasasdeveneguera,22,22,86,2023-12-13 21:28:02,
337,CEIP LA MONTAÑETA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplamontaneta,21,21,86,2025-06-24 13:33:11,
338,CEIP ENRIQUE GONZÁLEZ MARTÍN,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipenriquegonzalezmartin,25,25,86,2025-04-11 10:36:42,
339,IES María Pérez Trujillo,https://www3.gobiernodecanarias.org/medusa/mediateca/iesmariapereztrujillo,43,43,86,2025-05-27 09:56:27,
340,P.eOi.Dcast,https://www3.gobiernodecanarias.org/medusa/mediateca/eoisantacruzdetenerife,55,74,86,2025-06-26 10:03:38,
341,CEIP Punta Brava,https://www3.gobiernodecanarias.org/medusa/mediateca/ceippuntabrava,65,65,86,2025-03-11 12:59:35,
342,CEO IGNACIO ALDECOA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceoignacioaldecoa,0,0,86,,
343,CEIP Juan del Río Ayala,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipjuandelrioayala,33,33,86,2025-06-21 20:05:25,
344,Mediateca - IES Profesor Juan Pulido Castro,https://www3.gobiernodecanarias.org/medusa/mediateca/iesprofesorjuanpulidocastro,6,6,87,2024-04-16 18:55:15,
345,IES San Nicolás,https://www3.gobiernodecanarias.org/medusa/mediateca/iessannicolas,44,44,86,2025-05-10 22:53:14,
346,IES Corralejo,https://www3.gobiernodecanarias.org/medusa/mediateca/iescorralejo,0,0,86,,
347,Mediateca del IES Playa de Arinaga,https://www3.gobiernodecanarias.org/medusa/mediateca/iesplayadearinaga,4,4,86,2024-04-20 19:52:26,
348,IES CARRIZAL,https://www3.gobiernodecanarias.org/medusa/mediateca/iescarrizal,55,58,86,2025-06-05 12:19:46,
349,MEDIATECA CEPA GÜÍMAR,https://www3.gobiernodecanarias.org/medusa/mediateca/cepaguimar,55,72,86,2025-06-05 12:47:31,
350,Barrio Costa MEDIATECA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipbarriocosta,13,13,86,2025-04-02 09:17:43,
351,CEIP LA LOMADA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplalomada,0,0,86,,
352,CER LAS BREÑAS,https://www3.gobiernodecanarias.org/medusa/mediateca/cerlasbrenas,3,5,86,2025-05-28 16:58:34,
353,IES Playa Honda ,https://www3.gobiernodecanarias.org/medusa/mediateca/iesplayahonda,78,78,86,2024-09-01 11:27:17,
354,CEIP ADAMANCASIS,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipadamancasis,70,70,95,2024-10-22 16:01:40,
355,CEIP Las Mercedes,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplasmercedes,9,9,86,2024-12-02 15:25:50,
356,Radio MRA,https://www3.gobiernodecanarias.org/medusa/mediateca/iesmariarosaalonso,13,13,86,2024-02-07 13:05:31,
357,CEIP Ajei,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipajei,7,14,88,2024-06-20 23:44:30,
358,CEIP El Tablero Gran Canaria,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipeltablerograncanaria,6,6,86,2025-06-23 22:23:45,
359,CEE PUERTO DEL ROSARIO,https://www3.gobiernodecanarias.org/medusa/mediateca/ceeepuertodelrosario,12,24,90,2025-05-09 11:40:08,
360,CEIP José Manuel Illera de la Mora,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipjosemanuelilleradelamora,30,30,86,2023-03-15 18:15:06,
361,CEIP Oasis de Maspalomas,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipoasisdemaspalomas,172,179,88,2025-06-21 11:00:38,
362,Mediateca La Rocha,https://www3.gobiernodecanarias.org/medusa/mediateca/iesjosefrugoniperez,13,26,86,2025-07-02 17:27:51,
363,CEIP Tierra del Trigo,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiptierradeltrigo,1,1,86,2023-06-16 09:35:31,
364,MenceyAcaymo,https://www3.gobiernodecanarias.org/medusa/mediateca/iesmenceyacaymo,174,175,92,2025-06-29 00:14:40,
365,IES LA ATALAYA,https://www3.gobiernodecanarias.org/medusa/mediateca/ieslaatalaya,0,0,86,,
366,CEIP ALDEA BLANCA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipaldeablanca,11,22,86,2025-06-18 11:24:47,
367,La Mediateca,https://www3.gobiernodecanarias.org/medusa/mediateca/ieslamatanza,12,12,89,2025-07-09 08:38:27,
368,CEIP JOSE PEREZ VIDAL,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipjoseperezvidal,16,16,86,2025-03-28 18:22:27,
369,CEPA GUAYAFANTA,https://www3.gobiernodecanarias.org/medusa/mediateca/cepaguayafanta,44,44,86,2025-03-31 10:11:59,
370,CEIP DOCTOR HERNANDEZ BENITEZ,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipdoctorhernandezbenitez,5,5,86,2023-06-23 10:12:29,
371,CEIP EL TOSCAL-LONGUERA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiptoscallonguera,31,34,86,2025-06-24 09:05:24,
372,CEPA Santa Brígida,https://www3.gobiernodecanarias.org/medusa/mediateca/cepasantabrigida,1,1,86,2025-06-24 09:46:43,
373,CEIP ALCALDE MARCIAL FRANCO,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipalcaldemarcialfranco,52,64,86,2025-02-18 13:26:40,
374,CEIP PRINCESA ARECIDA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipprincesaarecida,11,11,86,2025-01-31 16:44:55,
375,CEIP TEMOCODÁ,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiptemocoda,4,4,86,2025-05-07 09:35:44,
376,CEIP ALAJERÓ,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipalajero,0,0,86,,
377,CEIP LA LADERA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceiplaladera,177,177,86,2025-06-30 14:41:21,
378,CEIP ALOJERA,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipalojera,23,23,86,2025-06-14 11:58:39,
379,CEIP GENOVÉS,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipgenoves,5,5,86,2025-05-02 18:07:32,
380,CEIP El Retamal,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipelretamal,0,0,86,,
381,CER LAS PALMAS ARUCAS (35707713),https://www3.gobiernodecanarias.org/medusa/mediateca/cerlaspalmasarucas,0,0,86,,
382,CEIP EL TOSCÓN(35006278),https://www3.gobiernodecanarias.org/medusa/mediateca/ceipeltoscon,0,0,86,,
383,Podcast de la EOI Puerto de la Cruz,https://www3.gobiernodecanarias.org/medusa/mediateca/eoipuertodelacruz,45,49,88,2025-05-13 12:13:44,
384,MEDIATECA IES TEGUISE,https://www3.gobiernodecanarias.org/medusa/mediateca/iesteguise,0,0,86,,
385,CEIP Soo,https://www3.gobiernodecanarias.org/medusa/mediateca/ceipsoo,0,0,86,,
386,CEIP Punta Larga,https://www3.gobiernodecanarias.org/medusa/mediateca/ceippuntalarga,49,49,86,2025-06-30 10:09:13,
387,CEO Mario Lhermet Vallier,https://www3.gobiernodecanarias.org/medusa/mediateca/ceomariolhermetvallier,8,8,86,2023-06-25 21:42:42,
388,IES Pablo Montesino,https://www3.gobiernodecanarias.org/medusa/mediateca/iespablomontesino,2,2,87,2024-03-13 12:12:40,
